ZoneNumber,day_of_week,hour_of_day,avg_active_cars
3105,2,10,3.5
3105,2,11,4
3105,2,12,3.5
3105,2,13,2
3105,2,14,1.75
3105,2,15,2
3105,2,16,1.33
3105,2,17,2.33
3105,2,18,1.67
3105,2,19,1
3105,2,20,1.5
3105,3,8,3.75
3105,3,9,3.75
3105,3,10,3.25
3105,3,11,3
3105,3,12,3.67
3105,3,13,3.25
3105,3,14,3.75
3105,3,15,1.25
3105,3,16,1.67
3105,3,17,1.33
3105,3,18,2.5
3105,3,19,1
3105,3,20,1
3105,4,8,3.25
3105,4,9,3.5
3105,4,10,4.5
3105,4,11,5
3105,4,12,3
3105,4,13,4.33
3105,4,14,2.5
3105,4,15,2
3105,4,16,1.67
3105,4,17,2
3105,4,18,1
3105,4,20,1
3105,5,8,2.4
3105,5,9,3.2
3105,5,10,3.2
3105,5,11,3.4
3105,5,12,2.6
3105,5,13,2.4
3105,5,14,2.6
3105,5,15,1.5
3105,5,16,2.33
3105,5,17,1.75
3105,5,18,1
3105,5,19,1
3105,5,20,2
3105,6,8,2
3105,6,9,2
3105,6,10,1.5
3105,6,11,2.25
3105,6,12,1.5
3105,6,13,2.5
3105,6,14,2
3105,6,15,1.5
3105,6,16,1.25
3105,6,17,1.5
3105,6,18,2.25
3105,6,19,1.25
3105,6,20,1
3105,7,11,1
3105,7,12,2
3105,7,14,2
3105,7,15,1
3105,7,17,1
3106,1,8,1.33
3106,1,9,2
3106,1,10,2
3106,1,11,2.67
3106,1,12,1.33
3106,1,13,1.5
3106,1,14,1.67
3106,1,15,1
3106,1,16,1
3106,1,17,1
3106,1,18,2
3106,1,19,1
3106,1,20,1.5
3106,2,8,2
3106,2,9,2.25
3106,2,10,2
3106,2,11,1.75
3106,2,12,1.5
3106,2,13,2.75
3106,2,14,1
3106,2,15,1
3106,2,16,1
3106,2,17,1
3106,2,18,1
3106,2,19,1
3106,3,8,3
3106,3,9,3.33
3106,3,10,1.75
3106,3,11,1.25
3106,3,12,2.25
3106,3,13,2.75
3106,3,14,2.33
3106,3,15,2
3106,3,16,2
3106,3,17,1
3106,3,18,1
3106,4,8,1.33
3106,4,9,1.75
3106,4,10,1
3106,4,11,1.67
3106,4,12,1.67
3106,4,13,1.5
3106,4,16,1
3106,4,17,1
3106,4,18,1
3106,4,19,1
3106,4,20,1
3106,5,8,2.25
3106,5,9,2.25
3106,5,10,2.4
3106,5,11,2.5
3106,5,12,1.5
3106,5,13,1.4
3106,5,14,2
3106,5,15,1.4
3106,5,16,1.25
3106,5,17,1
3106,5,18,1
3106,5,19,1
3106,5,20,1
3106,6,8,1
3106,6,9,1
3106,6,10,2
3106,6,11,1
3106,6,12,2
3106,6,13,1
3106,6,14,2.5
3106,6,15,1
3106,6,16,2
3106,6,17,1
3106,6,18,1
3106,6,19,2
3106,6,20,1
3106,7,20,1
3107,1,8,2.75
3107,1,9,4.67
3107,1,10,3
3107,1,11,2.25
3107,1,12,2
3107,1,13,2.5
3107,1,14,2.33
3107,1,15,2.33
3107,1,16,2
3107,1,17,2.5
3107,1,18,1.25
3107,1,20,1
3107,2,8,2.75
3107,2,9,2.25
3107,2,10,1.75
3107,2,11,2.5
3107,2,12,2.25
3107,2,13,2.67
3107,2,14,2.75
3107,2,15,2
3107,2,16,1
3107,2,17,1
3107,2,18,1
3107,2,20,1
3107,3,8,2
3107,3,9,1.5
3107,3,10,2.25
3107,3,11,3.25
3107,3,12,2
3107,3,13,2
3107,3,14,2.5
3107,3,15,2.5
3107,3,17,1
3107,3,18,1
3107,4,8,3.5
3107,4,9,2.75
3107,4,10,3
3107,4,11,2.67
3107,4,12,1.75
3107,4,13,2.33
3107,4,14,1.33
3107,4,15,2
3107,4,16,1.5
3107,4,18,2
3107,4,19,1
3107,5,8,2.8
3107,5,9,2.75
3107,5,10,3.25
3107,5,11,2.8
3107,5,12,2.6
3107,5,13,2.75
3107,5,14,2
3107,5,15,1.6
3107,5,16,1.5
3107,5,17,1.33
3107,5,18,1.4
3107,5,19,1
3107,5,20,1
3107,6,8,1.67
3107,6,9,1.67
3107,6,10,1
3107,6,11,1.5
3107,6,12,1
3107,6,13,1.5
3107,6,14,1
3107,6,15,1
3107,6,16,2
3107,6,17,1
3107,6,20,1
3107,7,8,1
3107,7,14,1
3107,7,16,2
3108,1,8,3.25
3108,1,9,3.25
3108,1,10,5.5
3108,1,11,4.75
3108,1,12,5.25
3108,1,13,6
3108,1,14,3
3108,1,15,2.75
3108,1,16,1.75
3108,1,17,1.5
3108,1,18,1
3108,1,20,1
3108,2,8,2.75
3108,2,9,4.75
3108,2,10,5.75
3108,2,11,4.75
3108,2,12,2.25
3108,2,13,4
3108,2,14,3.67
3108,2,15,2.25
3108,2,16,1.5
3108,2,17,1
3108,2,18,1.33
3108,2,19,1
3108,3,8,3.75
3108,3,9,3.75
3108,3,10,5
3108,3,11,3.5
3108,3,12,5.75
3108,3,13,4.25
3108,3,14,2.75
3108,3,15,2.33
3108,3,16,2.5
3108,3,17,1.25
3108,3,18,1.33
3108,3,19,1
3108,3,20,1
3108,4,8,3.75
3108,4,9,3.75
3108,4,10,5
3108,4,11,4.5
3108,4,12,4.25
3108,4,13,5.25
3108,4,14,3.5
3108,4,15,1.75
3108,4,16,2
3108,4,17,2
3108,4,18,1.5
3108,4,20,1
3108,5,8,3.8
3108,5,9,3
3108,5,10,4.4
3108,5,11,4
3108,5,12,3.8
3108,5,13,3
3108,5,14,1.4
3108,5,15,1.5
3108,5,16,1
3108,5,17,1.33
3108,5,18,1.5
3108,5,19,1.33
3108,6,8,1.2
3108,6,9,2.25
3108,6,10,1.33
3108,6,11,2.4
3108,6,12,2
3108,6,13,2
3108,6,14,1
3108,6,15,1
3108,6,16,1
3108,6,17,1
3108,6,18,1
3108,7,8,1
3108,7,9,2
3108,7,10,3
3108,7,11,1
3108,7,16,1
3108,7,17,1
3109,1,8,1.67
3109,1,9,3
3109,1,10,3
3109,1,11,4
3109,1,12,3.75
3109,1,13,2.75
3109,1,14,2
3109,1,15,2
3109,1,16,1.5
3109,1,17,1
3109,1,18,1
3109,1,19,1
3109,1,20,1
3109,2,8,2.33
3109,2,9,1.5
3109,2,10,2.75
3109,2,11,2.33
3109,2,12,2.5
3109,2,13,3.5
3109,2,14,2.5
3109,2,15,1.67
3109,2,16,1
3109,2,17,1.5
3109,2,18,1.67
3109,2,19,1
3109,2,20,1
3109,3,8,3.33
3109,3,9,3.75
3109,3,10,4.25
3109,3,11,5
3109,3,12,5.25
3109,3,13,3.75
3109,3,14,2.75
3109,3,15,2.25
3109,3,16,1.5
3109,3,17,1.67
3109,3,18,1
3109,3,19,1.33
3109,3,20,1.5
3109,4,8,4
3109,4,9,3
3109,4,10,3.5
3109,4,11,3.5
3109,4,12,3.25
3109,4,13,3.25
3109,4,14,3
3109,4,15,1.67
3109,4,16,1.25
3109,4,17,1.5
3109,4,18,1.25
3109,4,19,2
3109,4,20,1
3109,5,8,2
3109,5,9,3.5
3109,5,10,2.5
3109,5,11,3.4
3109,5,12,2.8
3109,5,13,2
3109,5,14,2.33
3109,5,15,2.6
3109,5,16,1.25
3109,5,17,1.75
3109,5,18,1.2
3109,5,19,1.5
3109,5,20,1.67
3109,6,8,1
3109,6,9,1.8
3109,6,10,1.67
3109,6,11,1.67
3109,6,12,1.2
3109,6,13,1.25
3109,6,14,1
3109,6,15,1.25
3109,6,16,1
3109,6,17,1.67
3109,6,18,1.25
3109,6,19,1
3109,6,20,1
3110,1,8,1.67
3110,1,9,2.33
3110,1,10,1.33
3110,1,11,1.25
3110,1,12,2.5
3110,1,13,1
3110,1,14,1
3110,1,15,1
3110,1,16,1.25
3110,1,18,1
3110,2,8,1.25
3110,2,9,1.33
3110,2,10,1.25
3110,2,11,1.5
3110,2,12,1
3110,2,13,1.33
3110,2,14,1.5
3110,2,15,1
3110,2,17,1
3110,2,19,1
3110,3,8,1
3110,3,9,1
3110,3,10,1.67
3110,3,11,1
3110,3,12,1.25
3110,3,13,1.67
3110,3,14,1.25
3110,3,15,1.5
3110,3,16,1.33
3110,3,17,2
3110,4,8,2
3110,4,9,1.5
3110,4,10,1
3110,4,11,1.5
3110,4,12,1.5
3110,4,13,1.5
3110,4,14,1.25
3110,4,15,1.5
3110,4,16,1
3110,4,18,1
3110,4,19,1.5
3110,4,20,1
3110,5,8,2
3110,5,9,2
3110,5,10,3
3110,5,11,1.5
3110,5,12,1.5
3110,5,13,2.67
3110,5,14,2.25
3110,5,15,2
3110,5,16,1.33
3110,5,17,3
3110,5,18,1.5
3110,5,19,2
3110,5,20,1
3110,6,9,1
3110,6,10,1
3110,6,12,1
3110,6,13,1
3110,6,14,1
3110,6,15,1
3110,6,16,1
3110,6,17,1
3110,6,18,1
3112,1,8,3.5
3112,1,9,3.75
3112,1,10,3.33
3112,1,11,2.75
3112,1,12,4
3112,1,13,3.75
3112,1,14,3
3112,1,15,2.67
3112,1,16,1.5
3112,1,17,2
3112,1,18,1.33
3112,1,20,1
3112,2,8,4
3112,2,9,4.75
3112,2,10,6
3112,2,11,5
3112,2,12,5.33
3112,2,13,4.5
3112,2,14,3.5
3112,2,15,3
3112,2,16,1.67
3112,2,17,2
3112,2,18,2.25
3112,2,19,1
3112,2,20,2
3112,3,8,5.5
3112,3,9,4.33
3112,3,10,5.75
3112,3,11,7
3112,3,12,7.25
3112,3,13,4
3112,3,14,3.5
3112,3,15,3
3112,3,16,1.33
3112,3,17,2.33
3112,3,18,2.25
3112,3,19,1.25
3112,3,20,1
3112,4,8,3.75
3112,4,9,3.75
3112,4,10,5
3112,4,11,4.25
3112,4,12,4.25
3112,4,13,4
3112,4,14,3.5
3112,4,15,3.25
3112,4,16,2.25
3112,4,17,1
3112,4,18,2
3112,4,19,1.33
3112,4,20,1
3112,5,8,4.2
3112,5,9,4.4
3112,5,10,4.8
3112,5,11,4
3112,5,12,4.6
3112,5,13,2.8
3112,5,14,2.2
3112,5,15,2.6
3112,5,16,1.75
3112,5,17,2.25
3112,5,18,2
3112,5,19,1.25
3112,5,20,1
3112,6,8,2
3112,6,9,1.33
3112,6,10,2.75
3112,6,11,2.5
3112,6,12,2.5
3112,6,13,2.4
3112,6,14,2.6
3112,6,15,2.5
3112,6,16,1.4
3112,6,17,1.4
3112,6,18,1.6
3112,6,19,1
3112,6,20,1.25
3115,2,9,1
3115,2,10,1
3115,3,10,1
3115,4,9,1
3115,4,12,2
3115,4,13,1
3116,1,8,2.5
3116,1,9,2.75
3116,1,10,2.25
3116,1,11,2.67
3116,1,12,1.5
3116,1,13,2
3116,1,14,1.67
3116,1,15,1.5
3116,1,16,1
3116,1,17,1.5
3116,1,18,1
3116,1,19,2
3116,2,8,2.75
3116,2,9,2.75
3116,2,10,2.75
3116,2,11,2.5
3116,2,12,2
3116,2,13,1.67
3116,2,14,1.5
3116,2,15,1.67
3116,3,8,5
3116,3,9,3.5
3116,3,10,3.5
3116,3,11,3.25
3116,3,12,3.25
3116,3,13,1.67
3116,3,14,2
3116,3,15,1
3116,3,16,1
3116,3,18,1
3116,3,20,1
3116,4,8,5
3116,4,9,3.5
3116,4,10,2.5
3116,4,11,4.25
3116,4,12,4.5
3116,4,13,1.75
3116,4,14,2.5
3116,4,15,1.5
3116,4,16,2
3116,4,17,1.5
3116,4,18,2
3116,4,19,1
3116,4,20,1
3116,5,8,4
3116,5,9,3
3116,5,10,3.4
3116,5,11,2.4
3116,5,12,2
3116,5,13,2.4
3116,5,14,2
3116,5,15,1.75
3116,5,16,2
3116,5,17,3
3116,5,18,1
3116,5,19,1
3116,5,20,1
3116,6,8,1.5
3116,6,9,1.33
3116,6,10,2
3116,6,11,1.5
3116,6,12,1.75
3116,6,13,1
3116,6,14,1
3116,6,16,1
3116,6,17,1
3116,6,18,1
3116,6,19,1
3116,6,20,1
3116,7,9,1
3116,7,10,1
3118,1,8,1
3118,1,9,2
3118,1,10,2.33
3118,1,11,1.67
3118,1,13,1.25
3118,1,14,1
3118,1,15,1.5
3118,1,16,1
3118,1,17,1
3118,1,18,1
3118,1,20,1
3118,2,8,2.75
3118,2,9,2
3118,2,10,2.5
3118,2,11,2
3118,2,12,3.5
3118,2,13,2.5
3118,2,14,1.75
3118,2,15,1
3118,2,16,1
3118,2,17,1
3118,2,18,1
3118,3,8,1.5
3118,3,9,2
3118,3,10,3.25
3118,3,11,2.75
3118,3,12,3.75
3118,3,13,1.75
3118,3,14,1.5
3118,3,16,2
3118,4,8,2
3118,4,9,2.5
3118,4,10,3
3118,4,11,2
3118,4,12,1
3118,4,13,1
3118,4,14,1.33
3118,4,15,2
3118,4,16,1
3118,4,17,1
3118,4,18,1
3118,4,19,1
3118,4,20,1
3118,5,8,2.4
3118,5,9,2
3118,5,10,2.67
3118,5,11,1.5
3118,5,12,2
3118,5,13,1.6
3118,5,14,3
3118,5,15,2
3118,5,16,1.5
3118,5,17,1.33
3118,5,18,1
3118,5,19,1
3118,5,20,1
3118,6,8,1
3118,6,10,1
3118,6,11,1
3118,6,12,1.75
3118,6,13,1
3118,6,14,1
3118,6,15,1
3118,6,16,1
3118,6,17,1
3118,6,20,1
3118,7,8,1
3118,7,10,1
3118,7,12,1
3119,1,8,7.25
3119,1,9,6.25
3119,1,10,8.25
3119,1,11,9.5
3119,1,12,10
3119,1,13,7.75
3119,1,14,5.75
3119,1,15,4.75
3119,1,16,3
3119,1,17,2
3119,1,18,2.25
3119,1,19,3
3119,1,20,1
3119,2,8,8.5
3119,2,9,9.75
3119,2,10,10.75
3119,2,11,9.25
3119,2,12,8.5
3119,2,13,8.5
3119,2,14,4.75
3119,2,15,6
3119,2,16,2.5
3119,2,17,3
3119,2,18,2.33
3119,2,19,2
3119,2,20,2
3119,3,8,8
3119,3,9,8.25
3119,3,10,9
3119,3,11,10.25
3119,3,12,9.5
3119,3,13,6.5
3119,3,14,6.25
3119,3,15,4.5
3119,3,16,2
3119,3,17,2.75
3119,3,18,3.33
3119,3,19,1
3119,4,8,9
3119,4,9,9.25
3119,4,10,8.25
3119,4,11,10.25
3119,4,12,7.25
3119,4,13,5.25
3119,4,14,5
3119,4,15,3.33
3119,4,16,3.5
3119,4,17,2.5
3119,4,18,2.25
3119,4,19,1.5
3119,4,20,1.5
3119,5,8,8
3119,5,9,7.4
3119,5,10,10.4
3119,5,11,9.4
3119,5,12,6.8
3119,5,13,6.2
3119,5,14,4
3119,5,15,4.6
3119,5,16,4
3119,5,17,2.5
3119,5,18,3
3119,5,19,1.2
3119,5,20,1
3119,6,8,3.2
3119,6,9,3.2
3119,6,10,2.6
3119,6,11,2.6
3119,6,12,2.6
3119,6,13,3.8
3119,6,14,2.5
3119,6,15,1.33
3119,6,16,1.75
3119,6,17,1.33
3119,6,18,1
3119,6,19,2
3119,7,8,4
3119,7,9,6
3119,7,10,5
3119,7,11,3
3119,7,13,1
3119,7,14,3
3119,7,15,3
3119,7,16,2
3120,1,8,1
3120,1,9,2
3120,1,10,2
3120,1,11,2.5
3120,1,12,2
3120,1,13,1
3120,1,14,1
3120,1,15,1
3120,2,8,1
3120,2,9,1
3120,2,10,1.67
3120,2,11,1.5
3120,2,12,2
3120,2,13,2
3120,2,14,2
3120,2,15,1
3120,3,8,1
3120,3,9,1
3120,3,10,2
3120,3,11,3
3120,3,12,2
3120,3,13,2.5
3120,3,14,2
3120,3,20,1
3120,4,8,1
3120,4,9,2
3120,4,10,1.5
3120,4,11,2.25
3120,4,12,1.33
3120,4,13,1.75
3120,4,14,1.33
3120,4,15,1
3120,4,16,1.5
3120,4,17,1.33
3120,4,18,1
3120,5,8,1.2
3120,5,9,1
3120,5,10,1.4
3120,5,11,2
3120,5,12,2
3120,5,13,1.5
3120,5,14,2.33
3120,5,15,1.33
3120,5,16,2
3120,5,17,1
3120,5,18,1
3120,6,8,1
3120,6,9,1
3120,6,10,1
3120,6,11,1
3120,6,12,1
3120,6,13,1
3120,6,14,2
3120,6,16,1
3120,6,20,1
3121,1,8,1
3121,1,9,1
3121,1,11,1
3121,1,14,1
3121,2,9,1
3121,2,11,1
3121,2,12,1
3121,3,8,1.33
3121,3,9,1
3121,3,19,1
3121,4,8,1
3121,4,10,2
3121,4,11,1
3121,4,12,1
3121,4,13,1
3121,4,15,1
3121,5,8,1
3121,5,9,1
3121,6,12,1
3121,6,17,1
3121,7,17,1
3201,1,11,1
3201,1,13,1
3201,1,14,1
3201,2,8,1
3201,2,9,1
3201,2,10,1
3201,2,12,1
3201,2,13,1
3201,2,17,1
3201,2,18,1
3201,3,8,1
3201,3,9,1
3201,3,10,1
3201,3,11,2
3201,3,12,1
3201,3,15,1
3201,3,16,1
3201,3,17,1
3201,4,11,1
3201,4,12,1
3201,4,15,1
3201,4,16,1
3201,5,8,1
3201,5,9,1
3201,5,10,1
3201,5,11,1
3201,5,15,1
3201,5,16,1
3201,5,17,1
3201,5,18,1
3201,5,19,1
3201,5,20,1
3203,1,8,3.5
3203,1,9,4
3203,1,10,3.5
3203,1,11,3.75
3203,1,12,3.5
3203,1,13,2.75
3203,1,14,2.75
3203,1,15,2
3203,1,16,1
3203,1,17,1
3203,2,8,3.75
3203,2,9,4
3203,2,10,3.5
3203,2,11,3.25
3203,2,12,3.25
3203,2,13,3
3203,2,14,3
3203,2,15,1.67
3203,2,16,1
3203,2,19,1
3203,3,8,2.5
3203,3,9,2.5
3203,3,10,2.25
3203,3,11,2.5
3203,3,12,2.5
3203,3,13,2
3203,3,14,1.75
3203,3,17,1
3203,3,18,2
3203,4,8,2.5
3203,4,9,2.75
3203,4,10,3
3203,4,11,3
3203,4,12,3.25
3203,4,13,1.75
3203,4,14,1.75
3203,4,15,1
3203,4,16,1
3203,5,8,2.6
3203,5,9,2.8
3203,5,10,2.6
3203,5,11,2.6
3203,5,12,2.6
3203,5,13,1.5
3203,5,14,1
3203,5,15,1
3203,5,16,1
3203,5,17,1
3203,6,8,1
3203,6,9,2
3203,6,13,1
3203,6,18,1
3203,6,19,1
3205,1,8,2.25
3205,1,9,2
3205,1,10,2
3205,1,11,2
3205,1,12,1.5
3205,1,13,2
3205,1,14,1
3205,1,15,1.33
3205,1,16,1.67
3205,1,17,1.67
3205,1,18,1
3205,1,20,1
3205,2,8,2
3205,2,9,2.33
3205,2,10,2.5
3205,2,11,2.33
3205,2,12,3.25
3205,2,13,3
3205,2,14,1.33
3205,2,15,1.5
3205,2,16,1.5
3205,2,17,1
3205,2,18,1
3205,2,19,1
3205,2,20,1
3205,3,8,1.75
3205,3,9,3
3205,3,10,2.67
3205,3,11,3
3205,3,12,3
3205,3,13,2.25
3205,3,14,2.75
3205,3,15,1.67
3205,3,16,1.75
3205,3,17,1.67
3205,3,18,1
3205,3,19,1
3205,4,8,2.67
3205,4,9,2
3205,4,10,2
3205,4,11,2.75
3205,4,12,2
3205,4,13,2.33
3205,4,14,1.5
3205,4,15,1
3205,4,16,1.5
3205,4,17,2
3205,4,18,1
3205,4,19,1.5
3205,4,20,1
3205,5,8,1.75
3205,5,9,1.8
3205,5,10,2.5
3205,5,11,2.33
3205,5,12,1.25
3205,5,13,3
3205,5,14,1.4
3205,5,15,1.5
3205,5,16,1.33
3205,5,17,1
3205,5,18,2
3205,5,19,1
3205,5,20,1
3205,6,8,1.33
3205,6,9,1
3205,6,10,1
3205,6,11,1.75
3205,6,12,1.33
3205,6,13,1.4
3205,6,14,1.33
3205,6,15,1
3205,6,16,1
3205,6,17,1.5
3205,6,18,1
3205,6,19,1
3205,6,20,1
3205,7,8,1
3205,7,14,1
3206,1,8,2
3206,1,9,1.5
3206,1,10,2
3206,1,11,1
3206,1,13,2
3206,1,14,1
3206,1,20,1
3206,2,8,2
3206,2,9,1
3206,2,10,1
3206,2,12,1
3206,2,13,1
3206,2,15,1
3206,2,16,1
3206,2,17,1
3206,2,18,1
3206,3,8,1
3206,3,9,1
3206,3,10,2
3206,3,11,1
3206,3,12,1
3206,3,13,1.5
3206,3,14,1.5
3206,3,15,1
3206,3,16,1
3206,3,17,1
3206,3,18,1
3206,4,8,1
3206,4,9,1.5
3206,4,11,1
3206,4,12,2
3206,4,15,1
3206,4,16,1
3206,4,17,1
3206,4,18,1
3206,4,20,1
3206,5,8,1
3206,5,9,1
3206,5,10,1
3206,5,11,1.5
3206,5,12,2
3206,5,13,2
3206,5,14,1
3206,5,17,1
3206,5,18,1
3206,5,20,1
3206,6,11,1
3206,6,16,1
3206,7,8,1
3206,7,13,1
3207,1,8,4
3207,1,9,3.5
3207,1,10,2.5
3207,1,11,1.75
3207,1,12,2.5
3207,1,13,3.25
3207,1,14,3
3207,1,15,3.33
3207,1,16,3.25
3207,1,17,1.75
3207,1,18,1.67
3207,1,19,1
3207,2,8,3.25
3207,2,9,4.5
3207,2,10,3.5
3207,2,11,2.5
3207,2,12,4.33
3207,2,13,4.5
3207,2,14,4
3207,2,15,2.5
3207,2,16,2.5
3207,2,17,1
3207,2,18,1.5
3207,2,19,1.33
3207,2,20,1
3207,3,8,2
3207,3,9,3.5
3207,3,10,4
3207,3,11,3
3207,3,12,2
3207,3,13,3.25
3207,3,14,2.5
3207,3,15,4
3207,3,16,4
3207,3,17,3.25
3207,3,18,2.25
3207,3,19,2
3207,3,20,2.5
3207,4,8,3.5
3207,4,9,3.5
3207,4,10,3.75
3207,4,11,3.5
3207,4,12,3.75
3207,4,13,3.5
3207,4,14,3
3207,4,15,2.5
3207,4,16,1.67
3207,4,17,1.5
3207,4,18,1.5
3207,4,19,1
3207,4,20,1
3207,5,8,4
3207,5,9,5
3207,5,10,4.6
3207,5,11,2
3207,5,12,2.6
3207,5,13,3.6
3207,5,14,3.6
3207,5,15,3.5
3207,5,16,2
3207,5,17,2.5
3207,5,18,1.5
3207,5,19,1
3207,5,20,1
3207,6,8,1.5
3207,6,9,1.67
3207,6,10,1.4
3207,6,11,1.4
3207,6,12,1.6
3207,6,13,1.2
3207,6,14,1.33
3207,6,15,1.33
3207,6,16,1
3207,6,17,1
3207,6,18,1.5
3207,6,19,1
3207,6,20,1
3207,7,8,1
3207,7,9,1
3207,7,10,1
3207,7,11,2
3207,7,12,1
3207,7,14,1
3207,7,19,1
3208,1,8,8
3208,1,9,8.25
3208,1,10,8
3208,1,11,8.5
3208,1,12,6.5
3208,1,13,8.5
3208,1,14,8
3208,1,15,4.5
3208,1,16,2.75
3208,1,17,2.75
3208,1,18,2.33
3208,1,19,1.5
3208,1,20,1
3208,2,8,6.75
3208,2,9,8.5
3208,2,10,8.25
3208,2,11,7.25
3208,2,12,5.5
3208,2,13,8.25
3208,2,14,6.25
3208,2,15,5.5
3208,2,16,2.5
3208,2,17,2
3208,2,18,1.33
3208,2,19,1
3208,2,20,1
3208,3,8,7
3208,3,9,9.25
3208,3,10,9.5
3208,3,11,7.5
3208,3,12,6.75
3208,3,13,6.75
3208,3,14,6
3208,3,15,4.5
3208,3,16,2.67
3208,3,17,2.5
3208,3,18,2
3208,3,19,1
3208,3,20,1
3208,4,8,5.5
3208,4,9,6.25
3208,4,10,5.25
3208,4,11,5.25
3208,4,12,6.25
3208,4,13,5.25
3208,4,14,5.5
3208,4,15,4
3208,4,16,2.33
3208,4,17,3
3208,4,18,2
3208,4,19,1
3208,4,20,1
3208,5,8,5.2
3208,5,9,3.6
3208,5,10,5.6
3208,5,11,4.8
3208,5,12,6
3208,5,13,4.8
3208,5,14,4.2
3208,5,15,2.25
3208,5,16,2.25
3208,5,17,1.5
3208,5,18,2.33
3208,5,19,1.6
3208,5,20,1.5
3208,6,8,2
3208,6,9,1.67
3208,6,10,2
3208,6,11,2.5
3208,6,12,2
3208,6,13,1.6
3208,6,14,1.2
3208,6,15,1.33
3208,6,16,1
3208,6,17,2
3208,6,18,1.5
3208,6,19,1
3208,7,8,2
3208,7,9,1
3208,7,10,2
3208,7,11,2
3208,7,12,1
3208,7,13,4
3208,7,14,2
3208,7,15,1
3208,7,17,1
3218,1,8,3.5
3218,1,9,2.5
3218,1,10,3.5
3218,1,11,3.75
3218,1,12,2.25
3218,1,13,2
3218,1,14,2.25
3218,1,15,2
3218,1,16,1.5
3218,1,17,1
3218,1,18,1
3218,1,19,1
3218,2,8,4
3218,2,9,3.67
3218,2,10,4
3218,2,11,3
3218,2,12,2.67
3218,2,13,2
3218,2,14,1
3218,2,15,1.5
3218,2,16,1
3218,2,17,1
3218,2,18,1
3218,3,8,3.75
3218,3,9,2.25
3218,3,10,2.33
3218,3,11,2.5
3218,3,12,2
3218,3,13,1.33
3218,3,14,2
3218,3,15,2
3218,3,16,1.67
3218,3,17,2
3218,3,18,1
3218,3,19,1.33
3218,3,20,1
3218,4,8,2.5
3218,4,9,2.67
3218,4,10,2.33
3218,4,11,2
3218,4,12,2.25
3218,4,13,2
3218,4,14,2.33
3218,4,15,1.33
3218,4,16,1
3218,4,18,1
3218,4,19,1
3218,4,20,1
3218,5,8,5
3218,5,9,2.25
3218,5,10,2.8
3218,5,11,2.4
3218,5,12,2.8
3218,5,13,3.4
3218,5,14,2.67
3218,5,15,2.25
3218,5,16,1
3218,5,17,1
3218,5,19,1
3218,5,20,1
3218,6,8,1.4
3218,6,9,1.33
3218,6,10,1
3218,6,11,2
3218,6,12,2
3218,6,13,2.5
3218,6,14,1
3218,6,15,1
3218,6,16,1
3218,6,17,1.67
3218,6,18,1.25
3218,6,19,1.33
3218,6,20,2
3218,7,10,1
3218,7,11,1
3218,7,18,1
3219,1,8,8.5
3219,1,9,10
3219,1,10,10
3219,1,11,9.5
3219,1,12,9.5
3219,1,13,8.75
3219,1,14,7.75
3219,1,15,4.75
3219,1,16,4
3219,1,17,1.5
3219,1,18,2
3219,1,19,1.5
3219,1,20,1
3219,2,8,7.75
3219,2,9,7
3219,2,10,7
3219,2,11,8
3219,2,12,7.5
3219,2,13,6.25
3219,2,14,6
3219,2,15,5.25
3219,2,16,4
3219,2,17,3.5
3219,2,18,2.67
3219,2,19,2.5
3219,2,20,2
3219,3,8,9.25
3219,3,9,9
3219,3,10,10
3219,3,11,10
3219,3,12,9.5
3219,3,13,6.75
3219,3,14,7
3219,3,15,5.5
3219,3,16,4.5
3219,3,17,1
3219,3,18,1.75
3219,3,19,2
3219,3,20,1.5
3219,4,8,7.25
3219,4,9,7.5
3219,4,10,6
3219,4,11,8.5
3219,4,12,7.5
3219,4,13,5.75
3219,4,14,7.25
3219,4,15,4
3219,4,16,2.5
3219,4,17,2.25
3219,4,18,2
3219,4,19,2
3219,4,20,1.5
3219,5,8,8.4
3219,5,9,6.2
3219,5,10,8.6
3219,5,11,10
3219,5,12,7
3219,5,13,7.4
3219,5,14,5
3219,5,15,3.5
3219,5,16,2.4
3219,5,17,1.8
3219,5,18,2
3219,5,19,1
3219,5,20,1
3219,6,8,2.4
3219,6,9,2.75
3219,6,10,3.5
3219,6,11,3.25
3219,6,12,1.5
3219,6,13,2.8
3219,6,14,2.4
3219,6,15,1.8
3219,6,16,1.2
3219,6,17,1.6
3219,6,18,1.67
3219,6,19,1
3219,6,20,1
3219,7,9,3
3219,7,11,1
3219,7,14,1
3219,7,17,1
3220,1,8,3
3220,1,9,3.25
3220,1,10,2.5
3220,1,11,5
3220,1,12,3.67
3220,1,13,3.75
3220,1,14,4.25
3220,1,15,3
3220,1,16,2.25
3220,1,17,1.33
3220,1,18,1
3220,1,19,1.33
3220,2,8,4.25
3220,2,9,5.5
3220,2,10,4.75
3220,2,11,5.25
3220,2,12,4.5
3220,2,13,4.25
3220,2,14,4.25
3220,2,15,2.75
3220,2,16,1.75
3220,2,17,1.33
3220,2,18,1.75
3220,2,19,1.25
3220,3,8,1.25
3220,3,9,2.75
3220,3,10,5.5
3220,3,11,3.75
3220,3,12,3.75
3220,3,13,3.5
3220,3,14,3.25
3220,3,15,2.67
3220,3,16,1.5
3220,3,17,1
3220,3,18,1.75
3220,3,19,1
