ZoneNumber,day_of_week,hour_of_day,avg_active_cars
4056,2,10,1.75
4056,2,11,4
4056,2,12,2.33
4056,2,13,3.33
4056,2,14,3
4056,2,15,1.5
4056,2,16,1
4056,2,17,2.5
4056,2,18,1
4056,3,8,2.67
4056,3,9,2.25
4056,3,10,2.5
4056,3,11,1.25
4056,3,12,1.75
4056,3,13,2
4056,3,14,2.33
4056,3,15,1.5
4056,3,16,2
4056,3,17,1
4056,3,18,1.5
4056,3,19,1
4056,3,20,1
4056,4,8,2
4056,4,9,2.5
4056,4,10,1
4056,4,11,3
4056,4,12,2.25
4056,4,13,1.75
4056,4,14,1.5
4056,4,15,1.75
4056,4,16,2.5
4056,4,17,1
4056,5,8,3
4056,5,9,2
4056,5,10,3.75
4056,5,11,2.4
4056,5,12,2.2
4056,5,13,2.75
4056,5,14,1.6
4056,5,15,1.5
4056,5,16,1.25
4056,5,17,1.5
4056,5,18,1
4056,5,19,1
4056,6,9,1.5
4056,6,10,1
4056,6,11,1
4056,6,12,1
4056,6,13,1
4056,6,14,1.5
4056,6,15,1.33
4056,6,16,2
4056,6,17,1
4056,6,18,1
4056,6,19,2
4056,6,20,2
4056,7,12,1
4056,7,15,1
4056,7,16,1
4057,1,8,3.5
4057,1,9,4
4057,1,10,1.67
4057,1,11,3.5
4057,1,12,2.67
4057,1,13,2.33
4057,1,14,1.33
4057,1,15,1
4057,1,16,2
4057,1,17,1
4057,1,18,1
4057,2,8,2
4057,2,9,2
4057,2,10,3.5
4057,2,11,3
4057,2,12,1.5
4057,2,13,2.5
4057,2,14,2.25
4057,2,15,1.5
4057,2,16,1.33
4057,2,17,1.5
4057,2,18,1.33
4057,2,19,1
4057,3,8,2.75
4057,3,9,2.5
4057,3,10,2
4057,3,11,2.75
4057,3,12,3.25
4057,3,13,3.25
4057,3,14,2.25
4057,3,15,1.75
4057,3,16,1.25
4057,3,17,1
4057,4,8,2
4057,4,9,2.5
4057,4,10,3.25
4057,4,11,2.75
4057,4,12,2.25
4057,4,13,2.5
4057,4,14,2
4057,4,15,1.75
4057,4,16,1.5
4057,4,17,3
4057,4,18,1.5
4057,5,8,2.25
4057,5,9,2.4
4057,5,10,2.4
4057,5,11,2.8
4057,5,12,3
4057,5,13,1.75
4057,5,14,1.25
4057,5,15,1
4057,5,16,1
4057,5,17,1.25
4057,5,18,1
4057,5,19,1
4057,5,20,1
4057,6,8,1
4057,6,9,1
4057,6,10,1
4057,6,11,2
4057,6,12,2.5
4057,6,13,1
4057,6,14,1
4057,6,15,1
4057,6,17,1
4057,6,18,1
4057,6,19,1
4057,7,9,1
4057,7,10,1
4058,1,8,4.25
4058,1,9,3.5
4058,1,10,3.25
4058,1,11,4
4058,1,12,4.5
4058,1,13,3
4058,1,14,3.5
4058,1,15,1
4058,1,16,1
4058,1,17,1.33
4058,1,18,1
4058,1,19,1
4058,2,8,4.33
4058,2,9,6.67
4058,2,10,3.5
4058,2,11,3.25
4058,2,12,4.25
4058,2,13,5
4058,2,14,3.25
4058,2,15,2.25
4058,2,16,2
4058,2,17,2
4058,2,18,1.5
4058,2,19,1
4058,2,20,1
4058,3,8,4.5
4058,3,9,5.25
4058,3,10,3.67
4058,3,11,2.5
4058,3,12,3.25
4058,3,13,3
4058,3,14,2.5
4058,3,15,1.5
4058,3,16,1.5
4058,3,17,1.67
4058,3,18,1
4058,3,19,1
4058,4,8,3.75
4058,4,9,5
4058,4,10,4.25
4058,4,11,3.25
4058,4,12,4.5
4058,4,13,4.25
4058,4,14,4.67
4058,4,15,1.33
4058,4,16,1
4058,4,17,1.5
4058,4,18,1.5
4058,4,19,2
4058,4,20,1
4058,5,8,3.4
4058,5,9,4.6
4058,5,10,3.8
4058,5,11,4.6
4058,5,12,3.6
4058,5,13,2.33
4058,5,14,2.67
4058,5,15,1
4058,5,16,1.6
4058,5,17,1
4058,5,18,1
4058,6,8,1
4058,6,9,1
4058,6,10,1.33
4058,6,11,1.33
4058,6,12,1.75
4058,6,13,1.5
4058,6,14,1
4058,6,15,1
4058,6,16,1.5
4058,6,17,1.67
4058,6,18,1
4058,6,19,1
4058,7,12,1
4058,7,15,1
4058,7,16,1
4059,1,9,2
4059,1,11,1.5
4059,1,12,1
4059,1,13,1
4059,2,8,1
4059,2,9,1
4059,2,16,1
4059,3,8,1
4059,3,9,1
4059,3,10,1
4059,3,12,1
4059,3,13,1
4059,4,8,1
4059,4,9,1
4059,4,10,1
4059,4,11,1
4059,4,12,1
4059,4,13,1
4059,4,15,2
4059,4,16,2
4059,5,8,1
4059,5,9,1
4059,5,10,1
4059,5,11,1
4059,5,12,1
4059,5,15,1
4059,5,20,1
4059,6,10,1
4060,1,8,1
4060,1,11,1
4060,1,12,1.5
4060,1,13,2
4060,1,15,1
4060,1,20,1
4060,2,8,1
4060,2,9,2
4060,2,11,1.5
4060,2,12,1
4060,2,13,1
4060,2,14,2
4060,2,17,1
4060,2,18,1
4060,2,19,1
4060,3,16,1
4060,3,17,1
4060,3,18,1
4060,4,10,1
4060,4,12,1
4060,4,13,1
4060,4,14,1
4060,4,15,1
4060,5,8,1.67
4060,5,9,1
4060,5,10,1
4060,5,11,1
4060,5,12,1
4060,5,13,2
4060,5,14,2
4060,5,15,1.5
4060,5,16,1
4060,5,17,1
4060,5,18,1
4060,5,19,1
4060,5,20,1
4060,6,11,1
4060,6,15,2
4060,6,16,1
4060,6,17,1
4060,6,18,1
4060,6,19,1
4060,6,20,1
4061,1,8,1.5
4061,1,9,1.5
4061,1,10,2
4061,1,11,1
4061,1,12,1
4061,1,13,1
4061,1,14,1
4061,1,16,1.5
4061,1,18,1
4061,2,8,3
4061,2,9,1
4061,2,10,1
4061,2,11,2
4061,2,12,2
4061,2,14,1
4061,2,15,1
4061,2,17,1
4061,2,18,1
4061,2,19,1
4061,2,20,1
4061,3,9,1
4061,3,10,1
4061,3,11,1
4061,3,12,2
4061,3,13,2
4061,3,14,1
4061,3,15,1
4061,3,17,1
4061,3,18,1.5
4061,4,8,1
4061,4,9,2.5
4061,4,10,2
4061,4,11,2.5
4061,4,12,1
4061,4,13,1
4061,4,14,1
4061,4,15,1
4061,4,16,1
4061,4,17,1
4061,4,18,1.5
4061,4,19,1
4061,4,20,1
4061,5,8,1.5
4061,5,9,2
4061,5,10,2.5
4061,5,11,2.33
4061,5,12,2
4061,5,13,1.67
4061,5,14,1
4061,5,15,1
4061,5,16,1
4061,5,17,1.5
4061,5,18,1
4061,5,19,1
4061,5,20,1
4061,6,8,1
4061,6,9,1
4061,6,10,1
4061,6,11,1
4061,6,12,1
4061,6,14,1.5
4061,6,15,1
4061,6,16,1
4061,6,18,1
4061,6,19,1
4061,7,8,1
4062,1,8,1.5
4062,1,9,1.33
4062,1,10,1.5
4062,1,11,1.33
4062,1,12,1.33
4062,1,13,1.67
4062,1,14,1
4062,1,15,1
4062,1,16,1
4062,1,17,1
4062,2,8,1.67
4062,2,9,1.67
4062,2,10,2
4062,2,11,1.67
4062,2,12,1.5
4062,2,13,1
4062,2,14,1
4062,2,17,1
4062,3,8,1
4062,3,9,1
4062,3,10,1
4062,3,11,1
4062,3,12,1
4062,3,13,1
4062,3,15,1
4062,3,16,1
4062,3,17,1
4062,3,18,1
4062,4,8,1
4062,4,9,1
4062,4,10,1
4062,4,11,1
4062,4,12,1
4062,4,13,1
4062,4,14,1
4062,4,15,1
4062,4,16,1
4062,4,17,1
4062,4,18,1
4062,4,19,1
4062,4,20,1
4062,5,8,3
4062,5,9,2
4062,5,10,1
4062,5,11,1
4062,5,12,1
4062,5,13,1
4062,5,14,2
4062,5,15,1
4062,5,16,1
4062,5,18,1
4062,5,19,1
4062,5,20,1
4062,6,9,1
4062,6,10,1
4062,6,11,1
4062,6,12,1
4062,6,13,1.5
4062,6,14,1.5
4062,6,15,1.5
4062,6,16,1.5
4062,6,17,1.5
4062,6,18,2
4062,6,19,1
4063,1,8,1
4063,1,9,2
4063,1,10,1
4063,1,11,1
4063,1,12,1
4063,1,13,2.5
4063,1,14,1.67
4063,1,15,1
4063,1,16,1
4063,1,17,1
4063,1,18,1
4063,2,8,1.25
4063,2,9,1
4063,2,10,2.33
4063,2,11,3.5
4063,2,12,3
4063,2,13,1.5
4063,2,14,2
4063,2,15,2.5
4063,2,16,1.5
4063,2,17,2
4063,2,18,1
4063,2,19,1
4063,2,20,1
4063,3,8,2
4063,3,9,1.25
4063,3,10,4
4063,3,11,1
4063,3,12,1.5
4063,3,13,1.67
4063,3,14,1
4063,3,15,2.5
4063,3,16,1
4063,3,17,1.33
4063,3,18,1
4063,3,19,1.5
4063,3,20,2
4063,4,8,1.5
4063,4,9,1
4063,4,10,1
4063,4,11,1
4063,4,12,1.67
4063,4,13,2.33
4063,4,14,2.33
4063,4,15,2
4063,4,16,1
4063,4,17,1
4063,4,18,1.5
4063,4,19,1
4063,5,8,1.5
4063,5,9,2
4063,5,10,3
4063,5,11,1.33
4063,5,12,2
4063,5,13,1.25
4063,5,14,1.5
4063,5,15,2
4063,5,16,1.33
4063,5,17,1.33
4063,5,18,1.33
4063,5,19,1
4063,6,9,1
4063,6,10,2
4063,6,11,2
4063,6,12,1.33
4063,6,13,2
4063,6,14,1.33
4063,6,15,1
4063,6,16,1
4063,6,17,1
4063,6,18,1
4063,6,19,1
4064,1,8,1.75
4064,1,9,3.25
4064,1,10,2.25
4064,1,11,2.75
4064,1,12,3
4064,1,13,2.75
4064,1,14,3.25
4064,1,15,3
4064,1,16,2.33
4064,1,17,1.33
4064,1,18,1.5
4064,1,19,1.33
4064,1,20,1
4064,2,8,1.67
4064,2,9,2
4064,2,10,3.33
4064,2,11,2.5
4064,2,12,1.67
4064,2,13,2.5
4064,2,14,1
4064,2,15,1
4064,2,16,1
4064,2,18,1
4064,2,19,1
4064,2,20,1
4064,3,8,3.25
4064,3,9,2.25
4064,3,10,1.5
4064,3,11,2
4064,3,12,3.33
4064,3,13,2.33
4064,3,14,1.33
4064,3,15,1.5
4064,3,16,1.67
4064,3,17,1
4064,3,18,2
4064,3,19,1
4064,4,8,1
4064,4,9,1
4064,4,10,2
4064,4,11,2
4064,4,12,1.5
4064,4,13,1
4064,4,14,1
4064,4,15,1.33
4064,4,16,1
4064,4,17,2
4064,4,18,1.5
4064,4,19,1
4064,5,8,2.2
4064,5,9,2.75
4064,5,10,2.2
4064,5,11,2.8
4064,5,12,2.67
4064,5,13,1.5
4064,5,14,2
4064,5,15,1
4064,5,16,1
4064,5,17,1
4064,5,18,1
4064,5,19,1
4064,6,8,1
4064,6,9,1
4064,6,10,1.5
4064,6,11,1
4064,6,12,2.33
4064,6,13,1.33
4064,6,14,2
4064,6,15,1.5
4064,6,16,1
4064,6,17,1
4064,6,18,2
4064,6,19,1
4064,7,8,1
4064,7,11,1
4064,7,17,1
4065,1,8,2.67
4065,1,9,1.75
4065,1,10,2.33
4065,1,11,1.75
4065,1,12,2
4065,1,13,1.75
4065,1,14,1.67
4065,1,15,1
4065,1,16,3
4065,1,17,1.5
4065,1,18,1.5
4065,1,19,1
4065,2,8,3
4065,2,9,2
4065,2,10,2.5
4065,2,11,2.5
4065,2,12,3
4065,2,13,2
4065,2,14,1
4065,2,15,1.67
4065,2,16,1.33
4065,2,17,2.25
4065,2,18,1.67
4065,2,19,2
4065,3,8,2.5
4065,3,9,3.25
4065,3,10,1.5
4065,3,11,2.5
4065,3,12,2.25
4065,3,13,3.5
4065,3,14,3.25
4065,3,15,2.25
4065,3,16,2.33
4065,3,17,3
4065,3,18,1.67
4065,3,19,1
4065,3,20,1
4065,4,8,3.5
4065,4,9,2.25
4065,4,10,2.25
4065,4,11,3
4065,4,12,2.33
4065,4,13,2.25
4065,4,14,2.33
4065,4,15,2.33
4065,4,16,1
4065,4,17,1
4065,4,18,1
4065,4,19,1.5
4065,4,20,1
4065,5,8,1.6
4065,5,9,3.6
4065,5,10,2.8
4065,5,11,2
4065,5,12,1.5
4065,5,13,1.2
4065,5,14,2.33
4065,5,15,2.25
4065,5,16,1.5
4065,5,17,1.33
4065,5,18,1
4065,5,19,1
4065,5,20,1
4065,6,8,1
4065,6,9,1.67
4065,6,10,1
4065,6,11,1.67
4065,6,12,1
4065,6,13,1.67
4065,6,14,1.5
4065,6,15,1.25
4065,6,16,1
4065,6,17,1
4065,6,18,1
4065,6,19,1
4065,6,20,1
4065,7,8,1
4065,7,9,1
4065,7,10,1
4065,7,13,1
4065,7,14,2
4066,1,8,3.67
4066,1,9,3.5
4066,1,10,2
4066,1,11,1.67
4066,1,12,1.75
4066,1,13,2.33
4066,1,14,2
4066,1,15,1
4066,1,16,1.5
4066,1,17,2
4066,1,18,1.5
4066,1,19,2
4066,1,20,1.5
4066,2,8,1
4066,2,9,1
4066,2,10,1.33
4066,2,11,2.5
4066,2,12,2
4066,2,13,3
4066,2,14,2.25
4066,2,15,2
4066,2,16,1.5
4066,2,17,2
4066,2,18,1.5
4066,2,19,1
4066,2,20,2
4066,3,8,2
4066,3,9,2
4066,3,10,1.67
4066,3,11,3
4066,3,12,1
4066,3,13,1.25
4066,3,14,1.75
4066,3,15,1.5
4066,3,16,1.5
4066,3,17,1
4066,3,18,1
4066,3,19,1
4066,3,20,1
4066,4,8,1.33
4066,4,9,1.5
4066,4,10,1
4066,4,11,2
4066,4,12,1
4066,4,13,2.33
4066,4,14,1.33
4066,4,15,2
4066,4,16,1.5
4066,4,17,1
4066,4,18,1
4066,4,19,1
4066,5,8,1.4
4066,5,9,2.25
4066,5,10,2
4066,5,11,2.67
4066,5,12,2.5
4066,5,13,2.4
4066,5,14,1.33
4066,5,15,1.5
4066,5,16,2
4066,5,17,1
4066,5,19,1
4066,5,20,1
4066,6,8,3
4066,6,9,1
4066,6,10,1
4066,6,11,4
4066,6,12,1.33
4066,6,13,1.4
4066,6,14,1.75
4066,6,15,1
4066,6,16,1
4066,6,17,1
4066,6,19,1
4066,6,20,1
4066,7,11,1
4066,7,12,1
4067,1,8,1
4067,1,9,1
4067,1,10,2.5
4067,1,11,1
4067,1,12,2.5
4067,1,13,2
4067,1,14,1.25
4067,1,15,1.75
4067,1,16,1.5
4067,1,17,1
4067,2,8,1.75
4067,2,9,1
4067,2,10,2.25
4067,2,11,1.67
4067,2,12,2.5
4067,2,13,2
4067,2,14,2
4067,2,15,2
4067,2,16,1
4067,2,17,1
4067,2,18,1
4067,2,20,1.5
4067,3,8,1.5
4067,3,9,1
4067,3,11,1
4067,3,13,2.33
4067,3,14,2
4067,3,15,1
4067,3,16,1.5
4067,3,17,1
4067,3,18,1
4067,3,19,1
4067,4,8,1.5
4067,4,9,1.67
4067,4,10,1.33
4067,4,11,1.67
4067,4,12,1.5
4067,4,13,2
4067,4,14,2
4067,4,15,2
4067,4,16,2
4067,4,17,1.5
4067,4,18,1.5
4067,4,19,1
4067,4,20,1
4067,5,8,2
4067,5,9,2.6
4067,5,10,1.6
4067,5,11,1.8
4067,5,12,2
4067,5,13,1.5
4067,5,14,2
4067,5,15,1.6
4067,5,16,1.25
4067,5,17,1.2
4067,5,18,1.33
4067,5,19,1
4067,5,20,1
4067,6,8,1.5
4067,6,9,1.33
4067,6,10,2
4067,6,11,1
4067,6,12,1
4067,6,13,2
4067,6,14,1.67
4067,6,15,1
4067,6,16,1
4067,6,17,1
4067,6,18,1
4067,6,19,1
4067,6,20,2
4067,7,9,1
4067,7,11,1
4067,7,12,1
4067,7,13,1
4067,7,14,1
4067,7,16,1
4067,7,17,1
4068,1,8,2
4068,1,9,1.67
4068,1,10,3
4068,1,11,2
4068,1,12,1.67
4068,1,13,1
4068,1,14,2
4068,1,15,1.33
4068,1,16,2.33
4068,1,17,1.67
4068,1,18,1.5
4068,2,8,1.67
4068,2,9,1.75
4068,2,10,2
4068,2,11,1
4068,2,12,1
4068,2,13,3
4068,2,14,2
4068,2,15,2.25
4068,2,16,1.5
4068,2,17,1
4068,2,18,1
4068,2,19,1
4068,2,20,1
4068,3,8,2
4068,3,9,2.33
4068,3,10,1
4068,3,11,2.5
4068,3,12,2
4068,3,13,1.67
4068,3,14,1.25
4068,3,15,1
4068,3,16,1
4068,3,18,1
4068,3,19,1
4068,3,20,1
4068,4,8,2.5
4068,4,9,1.75
4068,4,10,2
4068,4,11,2.25
4068,4,12,1.33
4068,4,13,1.67
4068,4,14,1.5
4068,4,15,1
4068,4,16,1
4068,4,17,1.33
4068,4,18,1
4068,5,8,1.33
4068,5,9,1.75
4068,5,10,3
4068,5,11,1
4068,5,12,1.2
4068,5,13,1.5
4068,5,14,2
4068,5,15,2
4068,5,16,1
4068,5,17,1
4068,5,19,1
4068,6,8,1
4068,6,9,1
4068,6,10,2
4068,6,11,1.5
4068,6,12,1
4068,6,13,1
4068,6,14,1
4068,6,16,1
4068,6,17,1
4068,6,18,1
4068,6,20,1
4068,7,10,1
4068,7,16,1
4069,1,8,2
4069,1,9,2.33
4069,1,10,2.33
4069,1,11,2.5
4069,1,12,2.5
4069,1,13,1.67
4069,1,14,1
4069,1,15,1
4069,1,16,1
4069,1,17,1
4069,1,19,1
4069,2,8,1.5
4069,2,9,1.5
4069,2,10,1
4069,2,11,2
4069,2,12,3
4069,2,13,1
4069,2,14,1.5
4069,2,15,1
4069,2,17,1
4069,2,18,1
4069,3,8,1
4069,3,11,1
4069,3,12,1
4069,3,13,1
4069,3,14,1.25
4069,3,15,1.5
4069,3,16,1
4069,3,17,1
4069,3,18,1
4069,3,19,1
4069,4,8,1.5
4069,4,9,1
4069,4,10,2
4069,4,11,2
4069,4,12,2
4069,4,13,1.5
4069,4,14,1
4069,4,15,1
4069,4,16,2
4069,4,17,3
4069,4,18,2
4069,4,19,1.5
4069,4,20,4
4069,5,8,1
4069,5,9,1.33
4069,5,10,1
4069,5,11,1.33
4069,5,12,1.5
4069,5,13,1.33
4069,5,14,1.5
4069,5,15,1
4069,5,17,1
4069,5,18,1
4069,5,19,1
4069,6,8,1
4069,6,9,1.5
4069,6,10,1
4069,6,11,1
4069,6,12,1
4069,6,13,1
4069,6,14,1
4069,6,17,1
4069,6,18,2
4069,6,19,1
4070,1,8,2.33
4070,1,9,2.25
4070,1,10,2
4070,1,11,2.67
4070,1,12,3
4070,1,13,1.75
4070,1,14,2
4070,1,15,4
4070,1,16,1
4070,1,17,1.5
4070,2,8,1.67
4070,2,9,1.33
4070,2,10,2
4070,2,11,2
4070,2,12,2
4070,2,13,2
4070,2,14,1
4070,2,15,1
4070,2,16,1.5
4070,2,17,1
4070,3,8,4
4070,3,9,3.33
4070,3,10,2.25
4070,3,11,2.25
4070,3,12,2
4070,3,13,2.25
4070,3,14,2
4070,3,15,1.75
4070,3,16,1
4070,3,17,1
4070,4,8,3.25
4070,4,9,3
4070,4,10,2.5
4070,4,11,3.5
4070,4,12,2.5
4070,4,13,2.33
4070,4,14,2.33
4070,4,15,1.5
4070,4,16,1
4070,4,17,1
4070,4,18,1
4070,4,19,1
4070,5,8,3.75
4070,5,9,2.4
4070,5,10,2.5
4070,5,11,2.25
4070,5,12,1.8
4070,5,13,1.8
4070,5,14,2
4070,5,15,1.75
4070,5,16,1.5
4070,5,17,1.5
4070,5,19,1
4070,6,8,1
4070,6,9,1
4070,6,10,1
4070,6,11,1
4070,6,12,1.33
4070,6,13,1.5
4070,6,14,3
4070,6,15,2.5
4070,6,16,1.67
4070,6,17,1.5
4070,6,18,2
4070,6,19,1
4070,6,20,1
4070,7,11,2
4070,7,12,1
4070,7,14,1
4070,7,15,1
4071,1,8,1.33
4071,1,9,1
4071,1,10,1
4071,1,11,1.5
4071,1,12,1.5
4071,1,13,1
4071,1,14,3
4071,1,15,1.33
4071,1,16,1
4071,1,17,1
4071,1,20,1
4071,2,9,1
4071,2,10,1.33
4071,2,11,1
4071,2,12,1
4071,2,13,1
4071,2,14,1
4071,2,15,1
4071,2,16,1
4071,2,17,1
4071,2,18,1
4071,2,19,1
4071,2,20,1
4071,3,8,1
4071,3,9,1.5
4071,3,10,2.33
4071,3,11,1.25
4071,3,12,1
4071,3,13,1
4071,3,14,1
4071,3,15,1
4071,3,16,1
4071,3,19,1
4071,3,20,1
4071,4,9,1
4071,4,10,1
4071,4,11,1
4071,4,12,1.33
4071,4,13,3
4071,4,14,2
4071,4,15,1.5
4071,4,16,1
4071,4,17,1.5
4071,4,18,1.5
4071,4,19,2
4071,4,20,2
4071,5,9,2
4071,5,10,2
4071,5,11,1.5
4071,5,12,1
4071,5,13,2.33
4071,5,14,1
4071,5,15,1
4071,5,20,1
4071,6,8,1
4071,6,9,1.5
4071,6,10,1
4071,6,11,1
4071,6,12,1
4071,6,16,1
4071,6,17,1
4071,6,18,1
4071,6,19,1
4071,7,15,1
4072,1,8,2
4072,1,9,1
4072,1,10,1
4072,1,11,2
4072,1,12,1
4072,1,13,1
4072,1,14,1
4072,1,18,1
4072,1,19,1
4072,1,20,1
4072,2,8,1
4072,2,9,1
4072,2,10,1
4072,2,11,1.33
4072,2,12,1
4072,2,14,1
4072,2,15,1
4072,2,16,1
4072,2,20,1
4072,3,8,1
4072,3,11,1
4072,3,12,1.5
4072,3,14,1
4072,3,15,1.5
4072,3,16,1
4072,3,17,1
4072,3,19,1
4072,4,8,1.5
4072,4,9,1
4072,4,11,1
4072,4,12,1
4072,4,14,3
4072,4,15,2
4072,5,8,1
4072,5,9,1
4072,5,10,1
4072,5,11,1.33
4072,5,12,1
4072,5,13,1
4072,5,14,1
4072,5,15,1
4072,5,17,1
4072,5,20,1
4072,6,9,1
4072,6,12,1
4072,6,13,1
4072,6,14,1
4072,6,15,1
4072,6,17,1
4073,1,8,1
4073,1,9,2
4073,1,10,1.25
4073,1,11,1.5
4073,1,12,1
4073,1,13,1.5
4073,1,14,1.33
4073,1,15,1
4073,1,16,1
4073,1,17,1.67
4073,1,18,1
4073,1,19,1
4073,2,8,2
4073,2,9,2
4073,2,10,1
4073,2,11,2
4073,2,12,1.25
4073,2,13,2.5
4073,2,14,1
4073,2,15,1
4073,2,16,1
4073,2,17,2
4073,2,18,1.33
4073,2,19,1.33
4073,2,20,1
4073,3,8,2.33
4073,3,9,1.75
4073,3,10,1
4073,3,11,2
4073,3,12,2
4073,3,13,2
4073,3,14,1.5
4073,3,15,1.5
4073,3,16,1.5
4073,3,17,2
4073,3,18,1
4073,3,19,1
4073,3,20,1
4073,4,8,3
4073,4,9,4
4073,4,10,3
4073,4,11,4.67
4073,4,12,2.67
4073,4,13,2.67
4073,4,14,1.25
4073,4,15,1
4073,4,16,1.75
4073,4,17,2.5
4073,4,18,2
4073,4,19,2
4073,4,20,2
4073,5,8,1.33
4073,5,9,1.25
4073,5,10,2
4073,5,11,3
4073,5,12,1.2
4073,5,13,3
4073,5,14,2.33
4073,5,15,2
4073,5,16,1.33
4073,5,17,1.5
4073,5,18,1.33
4073,5,19,1
4073,5,20,1
4073,6,8,2
4073,6,9,1.67
4073,6,10,1
4073,6,11,2
4073,6,12,1.33
4073,6,13,1.5
4073,6,14,1.5
4073,6,15,1.67
4073,6,16,1.33
4073,6,17,1
4073,6,19,1
4073,7,14,1
4074,1,8,2.5
4074,1,9,2.25
4074,1,10,1.5
4074,1,11,2
4074,1,12,4
4074,1,13,3.33
4074,1,14,2.75
4074,1,15,1.5
4074,1,16,1.33
4074,1,17,1
4074,1,18,1.75
4074,1,19,1.33
4074,1,20,1
4074,2,8,2.5
4074,2,9,3.75
4074,2,10,2.5
4074,2,11,2
4074,2,12,1.75
4074,2,13,1.75
4074,2,14,1.67
4074,2,15,1.5
4074,2,16,2
4074,2,17,2
4074,2,18,3
4074,2,19,1.5
4074,3,8,2.25
4074,3,9,2
4074,3,10,2.25
4074,3,11,2.25
4074,3,12,2
4074,3,13,1.67
4074,3,14,1.75
4074,3,15,1.33
4074,3,16,1
4074,3,17,1
4074,3,18,1.67
4074,3,19,1
4074,4,8,2.75
4074,4,9,2.75
4074,4,10,2.75
4074,4,11,2.67
4074,4,12,2.33
4074,4,13,1.75
4074,4,14,1.33
4074,4,15,2
4074,4,16,1
4074,4,17,1
4074,4,18,2.33
4074,4,19,2
4074,5,8,2
4074,5,9,2.5
4074,5,10,2.5
4074,5,11,1.75
4074,5,12,3
4074,5,13,3
4074,5,14,1.5
4074,5,15,1.33
4074,5,16,1.5
4074,5,17,1.67
4074,5,18,3.4
4074,5,19,2
4074,5,20,1
4074,6,8,1.25
4074,6,9,1.5
4074,6,10,1.67
4074,6,11,1.67
4074,6,12,1.67
4074,6,13,2
4074,6,14,1
4074,6,15,1
4074,6,16,1.4
4074,6,17,1.25
4074,6,18,3
4074,6,19,1
4074,6,20,1
4074,7,12,3
4074,7,13,2
4075,1,8,1
4075,1,9,1
4075,1,11,1.33
4075,1,12,2
4075,1,13,1
4075,1,14,2
4075,1,16,1
4075,2,8,2
4075,2,10,1
4075,2,11,1
4075,2,12,1
4075,2,13,1.67
4075,2,14,2
4075,2,17,1
4075,2,18,1
4075,3,8,1
4075,3,9,1
4075,3,10,1.5
4075,3,11,1.33
4075,3,12,1
4075,3,13,1
4075,3,14,1.5
4075,3,15,1
4075,3,16,1
4075,3,17,1
4075,3,19,1
4075,4,8,2
4075,4,9,1
4075,4,10,1
4075,4,11,1.33
4075,4,12,1
4075,4,13,1.5
4075,4,15,1
4075,4,16,1
4075,4,17,1
4075,4,18,1
4075,4,19,1
4075,4,20,1
4075,5,8,2.5
4075,5,9,1
4075,5,10,1
4075,5,11,1
4075,5,12,1
4075,5,13,1.5
4075,5,14,1.33
4075,5,15,1
4075,5,16,1.5
4075,5,17,1
4075,5,19,1
4075,5,20,1
4075,6,8,1
4075,6,10,1
4075,6,11,2
4075,6,12,1
4075,6,13,1
4075,6,14,1
4075,6,15,1.5
4075,6,16,2
4075,6,17,1
4075,6,18,1
4075,6,20,1
4076,1,8,1
4076,1,9,1
4076,1,10,2
4076,1,11,2
4076,1,12,1
4076,1,13,1
4076,1,14,2
4076,1,17,1
4076,1,19,1
4076,2,8,1
4076,2,10,1
4076,2,11,2
4076,2,12,1
4076,2,13,1
4076,2,15,1
4076,2,16,1
4076,3,8,1.5
4076,3,9,1
4076,3,10,1
4076,3,11,1
4076,3,12,1
4076,3,13,1
4076,3,14,1
4076,3,15,1.5
4076,3,16,1
4076,3,17,1
4076,3,18,1
4076,3,20,1
4076,4,10,1
4076,4,11,1
4076,4,12,1
4076,4,13,1
4076,4,14,1.67
4076,4,15,2
4076,4,16,1
4076,4,17,1
4076,4,18,1
4076,4,19,1
4076,4,20,1
4076,5,8,1
4076,5,9,1
4076,5,10,2
4076,5,12,1.5
4076,5,13,1
4076,5,14,1.5
4076,5,15,2
4076,5,16,1
4076,5,17,1
4076,5,18,2
4076,5,19,1
4076,6,8,1
4076,6,10,1
4076,6,11,1
4076,6,12,1.33
4076,6,13,1
4076,6,14,1.5
4076,6,15,1
4076,6,16,1
4076,6,18,1.5
4076,7,11,1
4076,7,12,1
4076,7,13,1
4077,1,8,2
4077,1,9,1
4077,1,10,2
4077,1,11,1.25
4077,1,12,1
4077,1,13,2
4077,1,14,2.33
4077,1,15,1.33
4077,1,16,1
4077,1,17,1
4077,1,18,1.5
4077,1,19,1.5
4077,1,20,1
4077,2,8,1
4077,2,9,1.5
4077,2,10,1.67
4077,2,11,1.67
4077,2,12,1.5
4077,2,13,1
4077,2,14,1.5
4077,2,15,1
4077,2,16,2
4077,2,17,1
4077,2,18,2
4077,3,8,1
4077,3,9,2
4077,3,10,1
4077,3,11,1.67
4077,3,12,1.25
4077,3,13,1
4077,3,14,1.5
4077,3,15,1
4077,3,16,1
4077,3,18,1.33
4077,3,20,1
4077,4,8,1.33
4077,4,9,2
4077,4,10,1.33
4077,4,11,1
4077,4,12,1.33
4077,4,13,2
4077,4,14,1
4077,4,15,1.5
4077,4,16,1
4077,4,17,2
4077,4,18,1
4077,4,19,1
